track,artist,seeds,spotify_id,genre,acousticness,danceability,energy,liveness,loudness,tempo,valence
The Birds,Elbow,['romantic'],2Tr2ByKhjyH0ETEH01LHjL,rock,0.0671,0.587,0.622,0.16,-6.371,140.013,0.427
You Sang To Me,Marc Anthony,['romantic'],2dwhMQsFeHr2S787WxqAqW,pop,0.0103,0.578,0.894,0.216,-5.42,165.98,0.741
Black Black Heart,David Usher,['romantic'],2qT56hoLX3J9xlSG1IdSJS,pop,0.779,0.632,0.259,0.101,-11.984,90.059,0.512
Speechless,The Veronicas,"['romantic', 'sweet']",1G0S88pizqfESA2C4UkuP1,pop,0.0123,0.364,0.441,0.254,-5.394,141.154,0.19
Ring My Bells,Enrique Iglesias,['romantic'],5DbUPekbGprJNwubQHaFtU,pop,0.111,0.815,0.632,0.0923,-6.925,115.008,0.425
Lady in Red,Chris de Burgh,['romantic'],1GeNWyZtCHbcp3ZWp8GTOO,pop,0.332,0.548,0.294,0.0392,-17.112,76.698,0.491
Flower Duet,Léo Delibes,['romantic'],2xORus0TIDTVKatLletu1B,classical,0.962,0.28,0.286,0.102,-12.961,95.871,0.0885
Bye Bye Baby,Bay City Rollers,['romantic'],4nueWRW1yDz6P30pHUg9GC,pop,0.276,0.617,0.659,0.321,-9.178,129.191,0.661
Funeral March,Frédéric Chopin,['romantic'],6JoT2QRzUZ8IpkamI6WkeN,classical,0.993,0.311,0.00326,0.0803,-24.979,66.356,0.0656
Goodbye Philadelphia,Peter Cincotti,['romantic'],1iONth5fzUrvnvYUtvg7Ur,jazz,0.594,0.271,0.542,0.124,-7.09,77.954,0.228
Rooftop Kiss,James Horner,"['romantic', 'calm']",1kLeO0H9TdEewIZdr7Zi2i,soundtrack,0.935,0.0833,0.00524,0.0818,-36.281,70.329,0.0361
Russian Dance,Pyotr Ilyich Tchaikovsky,['romantic'],1bzzT7bmdP0e3FLK2NrIsX,classical,0.898,0.509,0.605,0.123,-11.968,79.844,0.962
I Won't Spend Another Night Alone,The Ataris,['romantic'],4Ni3C5tFwXyowFzBhaSt2j,rock,0.0018,0.399,0.965,0.157,-3.034,151.452,0.49
"Finlandia, Op. 26",Jean Sibelius,['romantic'],6HknRM996YMa7VSBFYlnPJ,classical,0.903,0.177,0.127,0.114,-19.167,149.698,0.0612
Lilacs,Sergei Rachmaninoff,['romantic'],06emSBtL6jcUXcjVlayUHl,classical,0.995,0.168,0.00571,0.068,-36.245,78.043,0.0705
Love Me Like A River Does,Melody Gardot,['romantic'],6jRbg9jPZ8DTyC5E3J1xm2,jazz,0.926,0.319,0.0993,0.108,-16.794,80.831,0.15
Blue Moon,Mel Tormé,['romantic'],5EGqD29Ufk8fAES58mPhU5,jazz,0.925,0.222,0.112,0.152,-17.122,176.911,0.178
As The World Falls Down,David Bowie,['romantic'],2elAyF0DLb10MWj76pU6pP,soundtrack,0.473,0.633,0.642,0.0792,-8.678,98.612,0.418
Speechless,Michael Jackson,"['romantic', 'sentimental']",1O1LkHTi3Lep9OHE8BvOVe,pop,0.565,0.459,0.37,0.234,-8.041,133.907,0.118
Unforgettable,Dinah Washington,['romantic'],7anBVIyitaxEZIlMDJPjfb,jazz,0.885,0.322,0.19,0.236,-14.916,94.571,0.214
All the Man That I Need,Whitney Houston,['romantic'],07M76e7IXxYdnC1BBiJxEX,pop,0.43,0.496,0.571,0.0332,-9.958,150.944,0.25
Nothing's Gonna Change My Love for You,Glenn Medeiros,['romantic'],7pUJSr5pgnQjCTc7PfiUVA,pop,0.568,0.449,0.425,0.0553,-13.208,141.869,0.39
When I Need You,Leo Sayer,['romantic'],2TcwEYyydQuEMJwdmSgVLD,pop,0.389,0.597,0.342,0.114,-8.167,109.609,0.11
What's Left of Me,Nick Lachey,['romantic'],1bPqAXwNiVcM6zjJU1Z4Cd,pop,0.136,0.421,0.728,0.136,-5.644,150.12,0.311
Glasgow Love Theme,Craig Armstrong,['romantic'],2LhA68Vm5k6lh0QenNFrDV,piano,0.979,0.199,0.0974,0.0947,-18.566,135.663,0.0372
Der Lindenbaum,Franz Schubert,['romantic'],1cDjKcpRGoKxJ21tvZw6dj,classical,0.984,0.251,0.0957,0.103,-21.202,165.315,0.117
Moving On,Asking Alexandria,['romantic'],7IiqF2tYiixnpBcFjkocjA,rock,0.000569,0.446,0.761,0.182,-4.141,134.971,0.336
Coming Back,Gotye,['romantic'],11XhCbegMBubyxhs4xvaHD,indie,0.781,0.685,0.277,0.715,-12.489,126.261,0.51
"Lullabye (Goodnight, My Angel)",Billy Joel,['romantic'],4cURHmiuYii52BVbhrGbv0,piano,0.948,0.442,0.157,0.224,-13.791,76.48,0.22
I Can't Make You Love Me,George Michael,"['romantic', 'bittersweet', 'smooth']",2w4a4ur2uRf530cbzyTlWo,pop,0.732,0.563,0.188,0.106,-13.363,115.809,0.12
Fools Like Me,Lisa Loeb,['romantic'],37FRgVKMbVGn5BOIvxLzwN,pop,0.0982,0.693,0.763,0.076,-5.621,110.024,0.946
Love Is Like Jazz,The Magnetic Fields,['romantic'],3yFRk3sfRc4chAPfg0qw8h,jazz,0.362,0.457,0.435,0.117,-9.628,86.228,0.555
Stay (Just A Little Bit More),The Dø,['romantic'],43XFRb7VScIbKMWWu1jLW7,indie,0.934,0.644,0.243,0.0873,-10.368,138.12,0.628
The Way That He Sings,My Morning Jacket,['romantic'],4hInqJexDaX8mnQPvWAClG,rock,1.32E-05,0.226,0.786,0.114,-6.023,114.616,0.523
New York,Snow Patrol,"['romantic', 'atmospheric']",7tI6xPZworV0dPtf5ZMMF6,indie,0.27,0.353,0.511,0.0827,-6.766,138.575,0.261
At This Moment,Michael Bublé,['romantic'],6d2i9NFTSQaXIwQUSombV7,jazz,0.326,0.358,0.395,0.307,-7.493,88.908,0.219
I Only Have Eyes For You,Frank Sinatra & Count Basie,['romantic'],1e9idgyMjxhntkVo1PG9RS,jazz,0.774,0.508,0.191,0.0805,-11.049,106.793,0.528
Um Mitternacht,Gustav Mahler,['romantic'],3vVfsvEphDKIDzDJd7Zvl4,classical,0.992,0.214,0.0695,0.0819,-20.537,131.689,0.0345
Everything Is Beautiful,Kylie Minogue,"['romantic', 'hypnotic', 'soft']",4L9oYmOoB4Lsw3tSiv08YQ,pop,0.0212,0.616,0.588,0.374,-7.421,99.993,0.345
"Venus, the Bringer of Peace",Gustav Holst,['romantic'],39NWMAVXWhAlqfGGJb273W,classical,0.958,0.147,0.0119,0.132,-30.688,138.631,0.0325
Lady,Kenny Rogers,['romantic'],5Pj5zrq2nbKcAekH1AxbrO,country,0.861,0.362,0.183,0.0932,-16,136.646,0.2
New Love,Maroon 5,['romantic'],42QGdFKDbWMDvmgsYq35HP,pop,0.0107,0.63,0.886,0.214,-5.216,165.012,0.824
Three Coins in the Fountain,Frank Sinatra,['romantic'],2LnTydfDh8VOvJH7cSLqjS,jazz,0.864,0.154,0.118,0.353,-16.656,66.938,0.222
When You Say You Love Me,Josh Groban,['romantic'],6q0gHEC675E6UPkDZzW2bA,classical,0.616,0.34,0.34,0.103,-10.162,126.319,0.0568
My Love,Westlife,['romantic'],5p0ietGkLNEqx1Z7ijkw5g,pop,0.098,0.491,0.593,0.257,-5.975,144.142,0.328
My Immortal (Band Version),Evanescence,['romantic'],3PYdxIDuBIuJSDGwfptFx4,rock,0.755,0.367,0.34,0.0868,-7.877,149.788,0.0704
(I Love You) for Sentimental Reasons,Nat King Cole,['romantic'],5QnCtH7euld6R68UwcWrte,jazz,0.977,0.41,0.0418,0.117,-24.754,67.882,0.247
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Ludwig van Beethoven,['romantic'],6cUCckpdlqHJ5Ascf2uH2A,classical,0.957,0.248,0.298,0.0943,-15.661,97.853,0.157
Mientes Tan Bien,Sin Bandera,['romantic'],072YgF7J2clpY8DsWOpEri,pop,0.895,0.607,0.188,0.109,-15.084,135.896,0.486
This Used to Be My Playground,Madonna,['romantic'],637V2ymBt4Ljlbz4EmRys8,pop,0.754,0.499,0.308,0.124,-11.692,75.91,0.0706
Anything,The Calling,['romantic'],0d7Vj7qwyKN2C8iiwXBjep,rock,0.000569,0.477,0.798,0.121,-4.821,126.071,0.3
Little Trip to Heaven (On the Wings of Your Love),Tom Waits,['romantic'],57jsZAk8iqJgfTdOu54QiO,blues,0.887,0.476,0.28,0.154,-12.23,70.58,0.231
You,Ten Sharp,['romantic'],6lbme14HiDWYmGiw1I2Dv6,pop,0.426,0.405,0.901,0.188,-7.905,174.041,0.666
Promise Me,Beverley Craven,['romantic'],4lnjHTyYWBrFGeRXDZaHCL,pop,0.753,0.46,0.232,0.0934,-14.729,124.176,0.293
Love Itself,Leonard Cohen,['romantic'],0YWuLlVWpPE6jAvZoOhWPk,rock,0.845,0.557,0.23,0.129,-17.331,185.734,0.287
Love They Say,Tegan and Sara,['romantic'],38GMZWLQs4NDvBtrIKRvNh,indie,0.00372,0.477,0.728,0.15,-7.108,93.113,0.367
Forget,Lianne La Havas,['romantic'],1gpyfbutOl79qgVjMrZQOe,alternative,0.936,0.558,0.38,0.147,-12.971,96.045,0.485
Soundtrack for Our Movie,MAE,['romantic'],2AbiXAGUbrzTx01jFfFSi1,alternative,0.0324,0.627,0.66,0.227,-6.274,135.998,0.593
Cotton Crown,Sonic Youth,"['romantic', 'atmospheric']",3QUqeYhJz7DTxClGLO30HV,indie,0.253,0.261,0.735,0.222,-9.791,99.739,0.498
That's All,Michael Bublé,"['romantic', 'smooth']",29LTZ2Hs6t2pAvQCLDREvo,jazz,0.893,0.257,0.219,0.103,-14.196,142.835,0.0767
World So Cold,12 Stones,['romantic'],471eQ7hcJ7JdGY1NzMmUeg,rock,0.472,0.262,0.688,0.36,-4.949,186.227,0.394
Me cuesta tanto olvidarte,Mecano,['romantic'],4iqXKJhwbOtOT5aHZr7Fxj,pop,0.923,0.496,0.229,0.155,-13.467,149.176,0.498
Put Your Head on My Shoulder,Michael Bublé,['romantic'],5r8cnleYmzVjuLzVRQXqbW,jazz,0.78,0.25,0.253,0.14,-13.568,119.399,0.103
La fille aux cheveux de lin,Claude Debussy,['romantic'],6ZjAdKPnw1thWDKqJ2Onmf,classical,0.995,0.381,0.0172,0.0834,-28.218,132.602,0.272
Falling Into You,Céline Dion,['romantic'],7KWMxUH7lORLTob6aMpXBU,pop,0.382,0.371,0.505,0.115,-9.052,193.246,0.564
It's About You,Train,['romantic'],70a25eThe6Tkj0z2i57ZEi,rock,0.00415,0.563,0.708,0.0636,-6.834,170.095,0.542
Vulnerable,Roxette,['romantic'],4JAi20NP5hkUpaKvwtX1nO,pop,0.121,0.553,0.658,0.0969,-5.862,134.004,0.444
Hold My Heart,Sara Bareilles,"['romantic', 'sentimental']",46QrTPAuu0iJHnECJKIWWH,piano,0.0425,0.486,0.71,0.108,-5.501,145.821,0.438
Standchen,Franz Schubert,['romantic'],762W86mgjdDIBYCP55j6z2,classical,0.995,0.351,0.00292,0.0558,-34.857,132.004,0.107
Breathe Your Name,Sixpence None the Richer,['romantic'],7JFGm7ptMSB9q8BZMDUEpT,pop,0.0357,0.56,0.804,0.135,-6.146,98.062,0.538
It Had to Be You,Frank Sinatra,['romantic'],1ddKBAEfEhTHKuY8fTOTwQ,jazz,0.859,0.239,0.195,0.104,-16.646,101.671,0.185
Cantique de Jean Racine,Gabriel Fauré,['romantic'],1PcrzLVOn1807YirkDOY6L,classical,0.983,0.134,0.0241,0.127,-28.635,76.266,0.039
Allegro Ma non Troppo,Ludwig van Beethoven,['romantic'],3FTy4dwqjhWo3iwR5xv1PT,classical,0.994,0.308,0.0286,0.0914,-25.814,179.666,0.0388
Solveig's Song,Edvard Grieg,['romantic'],6XNxVEWV0NiBaJZpUjIVHa,classical,0.972,0.0776,0.021,0.0608,-30.849,80.913,0.0356
Eu Sei,Legião Urbana,['romantic'],3rOAvCpQruEQFinyurdmmz,rock,7.92E-05,0.525,0.504,0.104,-13.362,96.056,0.465
Immortality,Céline Dion,['romantic'],0HuNPrWCyZpCx59pu9ON99,pop,0.601,0.546,0.315,0.0795,-11.208,82.951,0.0756
60 Thompson,Razorlight,['romantic'],37r061e9pMuQH2eiok4Byi,rock,0.504,0.652,0.489,0.0948,-13.841,109.111,0.28
Preludio,Giuseppe Verdi,['romantic'],2V1zptqqCLRQaycBnVhfa4,classical,0.934,0.16,0.0102,0.0391,-18.785,166.577,0.0376
Panis Angelicus,César Franck,['romantic'],2EZcweFtRmE4pf8N2H9Kkp,classical,0.8,0.167,0.117,0.117,-16.25,88.535,0.074
Cut,Plumb,['romantic'],4lhB7w6C5o1Oxqvl0nLxYD,piano,0.782,0.585,0.345,0.131,-8.257,124.013,0.176
For the Love of a Princess,James Horner,['romantic'],22yxHt6UqZpH7tP6W4PooI,soundtrack,0.408,0.187,0.0602,0.122,-25.767,68.751,0.0362
Waiting in Vain,Annie Lennox,['romantic'],3SWpH05o2ow3GZkhd6EsMZ,pop,0.42,0.516,0.644,0.0726,-8.77,159.905,0.489
Blue Angel,Antony and the Johnsons,"['romantic', 'soft']",0VQtwjTxszyusqqDzljrGj,alternative,0.543,0.343,0.44,0.226,-10.973,99.821,0.157
Wish You Were Here,Rednex,['romantic'],4fLMUXKKMAY3KLrqfVKryb,pop,0.184,0.502,0.415,0.142,-10.732,125.227,0.185
La solitudine,Laura Pausini,['romantic'],5bxQHscWvyaQbm37igKP4K,pop,0.738,0.574,0.467,0.149,-6.374,131.89,0.256
Blessed,Elton John,['romantic'],7cBikvmY2ZYM0eQlQGOwQu,pop,0.147,0.601,0.412,0.263,-11.963,204.064,0.464
Wedding March,Felix Mendelssohn,['romantic'],7eITzwuOcf14wfeg0mP1HX,classical,0.964,0.334,0.232,0.0644,-11.967,73.931,0.109
Hungarian Dance No. 5 in G minor,Johannes Brahms,['romantic'],2oLjhx7w8Hyd3gry9cCXr7,classical,0.899,0.358,0.167,0.103,-16,144.561,0.601
Underneath the Stars,Mariah Carey,"['romantic', 'sweet']",1kkbUvmqZiNmWCR9TLd4tO,pop,0.587,0.607,0.403,0.233,-11.464,79.088,0.484
Noviembre sin ti,Reik,['romantic'],63EzbC00mdZurdZzRcO4w3,pop,0.0175,0.755,0.791,0.374,-5.762,133.981,0.727
First of May,Bee Gees,['romantic'],5SFsenqWlLzPW2YZgGhUhl,pop,0.524,0.193,0.322,0.0807,-11.011,61.508,0.297
do it to me,Lionel Richie,"['romantic', 'sensual', 'smooth']",1tKxrKBYIIykuLvipSWfgy,pop,0.161,0.686,0.536,0.063,-9.908,91.503,0.558
My Heart Beats for Love,Miley Cyrus,['romantic'],6Mwmi127jAOdCK4X3xFPCX,pop,0.00496,0.49,0.855,0.307,-3.628,95.991,0.243
I've Got A Crush On You,Ella Fitzgerald,['romantic'],3svVzMuLEKmxapMbpqQ9no,jazz,0.956,0.353,0.196,0.963,-16.187,91.19,0.409
Caruso,Andrea Bocelli,['romantic'],4aYRqKIdN8605wm4p3tGNa,classical,0.946,0.37,0.273,0.114,-8.705,64.686,0.294
Andante,Felix Mendelssohn,['romantic'],5IjFKc2qSzi0jEliKFJQg2,classical,0.758,0.0657,0.0209,0.192,-32.712,72.202,0.0367
This Never Happened Before,Paul McCartney,"['romantic', 'sentimental']",7EhX08TRb8Ml28RNggujz0,pop,0.685,0.502,0.408,0.12,-8.443,161.06,0.346
Hurting Each Other,Carpenters,['romantic'],4wGKFjv7PUEZJsRk79wNKu,pop,0.765,0.341,0.325,0.3,-9.421,93.265,0.292
Someone Special,Poets of the Fall,"['romantic', 'sweet', 'soft']",36mTrLHxIOS0hU5k9fSFCa,rock,0.433,0.433,0.42,0.325,-10.002,164.063,0.364
Early Morning,a-ha,['romantic'],4ImMYuAuWr1zVzC1XgRW33,pop,0.256,0.569,0.558,0.146,-12.992,133.098,0.693
Your Embrace,Shakira,"['romantic', 'yearning', 'soft']",42JOtajDAVadoj1x84l2Wg,pop,0.355,0.433,0.37,0.303,-8.335,167.905,0.237
Besame Mucho,Andrea Bocelli,['romantic'],5WHnE8MsLFHqSUwecrs7WO,classical,0.886,0.521,0.502,0.188,-8.521,95.028,0.378
What It Says on the Tin,Katie Melua,['romantic'],1Ur6VrKLSTNB3ahNzNIska,jazz,0.724,0.56,0.207,0.112,-15.148,101.284,0.14
You Don't Have To Say You Love Me,Elvis Presley,['romantic'],5aZs9CepW7eVKORVARLhmN,rock,0.628,0.263,0.945,0.982,-5.489,147.818,0.564
You Wanna Freak Out,My Morning Jacket,['romantic'],0xvhbohF25MnymtsCUyePg,rock,0.0107,0.43,0.868,0.0864,-6.659,152.651,0.793
"Oh, Sweetheart",Shout Out Louds,['romantic'],3g90jCZKo8pVIaLum93eH2,indie,0.00276,0.318,0.904,0.389,-3.603,93.449,0.662
Little Bear,Guillemots,"['romantic', 'sweet']",5ciM4wLYPh252DUNcitN2I,indie,0.745,0.176,0.0413,0.0871,-18.581,89.199,0.0388
Do You Remember,Phil Collins,['romantic'],3TLtCHUaiMHcQcJVGVW2p2,pop,0.114,0.677,0.509,0.0659,-7.472,93.042,0.525
When Doves Cry,Ginuwine,"['romantic', 'smooth']",0EX00YpFv3ivweoG7T3j2n,hip-hop,0.0272,0.806,0.552,0.1,-6.411,94.04,0.8
Pretend,Nat King Cole,['romantic'],2Gd007dAbihobxsTG9m7cZ,jazz,0.932,0.388,0.275,0.101,-11.248,83.029,0.311
A Midsummer Night's Dream: Intermezzo,Felix Mendelssohn,['romantic'],5T3cLEps4AaQvnyrEi8koM,classical,0.953,0.318,0.0689,0.192,-24.206,126.981,0.126
Addicted,Enrique Iglesias,['romantic'],4nTVsWOk2SjVg5xwxQHYNC,pop,0.497,0.461,0.487,0.104,-5.327,78.991,0.159
Star,Reamonn,['romantic'],13dUMz3cEokiudAEj8FQkC,rock,0.0466,0.568,0.651,0.118,-5.379,149.955,0.32
Inside Out,Bryan Adams,['romantic'],6ANCUuVZeJ5BpQ5t8aTzxd,rock,0.105,0.662,0.537,0.09,-10.197,89.549,0.293
Come on Over,Jessica Simpson,['romantic'],4Z4HrH47UW6Vc4s76hAsSL,country,0.214,0.675,0.859,0.117,-2.57,110.037,0.556
Sunshine,Gabrielle,['romantic'],6j9PODoKp5s7Ox0rYXIp4t,pop,0.0403,0.682,0.633,0.0658,-5.767,93.495,0.645
See the Day,Girls Aloud,['romantic'],2OHZBplYCOlN068J4lFzxW,pop,0.0497,0.318,0.588,0.176,-4.543,138.038,0.37
Make Someone Happy,Jimmy Durante,['romantic'],6gnI2piu91wFfulI4E754h,soundtrack,0.636,0.348,0.2,0.124,-13.727,169.821,0.421
I Don't Want To Talk About It,Everything But the Girl,['romantic'],3idQKsObDAmfcIgz220iak,pop,0.743,0.509,0.397,0.131,-9.171,130.709,0.459
The Best Of Me,Bryan Adams,['romantic'],5ePv5Zrg9XIBwrwR5l50J1,rock,0.0973,0.518,0.842,0.447,-5.518,106.394,0.402
I Need You Tonight,Backstreet Boys,['romantic'],5VjlmjJ1peXIjcuecCdfx1,pop,0.235,0.446,0.468,0.0963,-9.844,169.983,0.223
Afterglow,INXS,"['romantic', 'soft']",28ifPHns96vaSFxC47C57t,rock,0.0842,0.508,0.495,0.124,-8.988,104.995,0.0985
Say You Love Me,Simply Red,['romantic'],6TlUPlxtmmWcFyNhyib6Hn,pop,0.484,0.658,0.657,0.122,-7.828,87.988,0.572
A Gift of a Thistle,James Horner,['romantic'],3Yvi5NkUrSppVwrMHYkB6u,soundtrack,0.9,0.0828,0.012,0.0875,-36.045,169.895,0.0578
Vltava,Bedřich Smetana,['romantic'],6x1kIwruPC1vHMvmquVTtA,classical,0.953,0.231,0.209,0.104,-18.203,116.478,0.153
Put Your Arms Around Me,Texas,['romantic'],0X2R9kFgCFbR0sZEjuqt29,pop,0.0828,0.328,0.661,0.0676,-8.165,75.325,0.352
Sogno,Andrea Bocelli,['romantic'],0OWpEbc9uYRvHUkVe1SZuS,classical,0.874,0.207,0.476,0.683,-6.932,97.037,0.166
Crutch,Pinback,"['romantic', 'driving', 'trippy']",4JwpuXXdCj6G6RILeuRWTz,indie,0.346,0.778,0.596,0.0878,-7.686,116.989,0.3
When Your Eyes Say It,Britney Spears,['romantic'],30hSG0Is8yOGkFQtF20Lxu,pop,0.0553,0.693,0.625,0.659,-7.147,86.04,0.439
March,Pyotr Ilyich Tchaikovsky,['romantic'],06am46cX3Z6YlSsg0TyVHA,classical,0.977,0.444,0.116,0.0862,-23.172,150.319,0.512
Romeo and Juliet,Pyotr Ilyich Tchaikovsky,['romantic'],29BWcCIsYBgnnbUVqj9T91,classical,0.944,0.217,0.416,0.122,-10.945,133.716,0.0739
Bring It All To Me,Blaque,['romantic'],1cjBan0t4eBk2Y5j17hdyf,pop,0.000479,0.695,0.579,0.0556,-5.066,88.957,0.726
Rue Des Cascades,Yann Tiersen,['romantic'],69JGqzoSygR7KqOaK28UQ4,piano,0.908,0.23,0.217,0.13,-16.904,75.168,0.119
Everlasting Friend,Blue October,['romantic'],5SVsjj2qEr2Oj0iW8GvQiQ,rock,0.188,0.661,0.646,0.2,-7.272,93.032,0.609
Giz,Legião Urbana,['romantic'],2UktG3ugxPoRrmSk4cyTJm,rock,0.296,0.611,0.293,0.198,-15.14,95.408,0.441
Forever,Mariah Carey,['romantic'],74EIDs3yEsMR1gcUmFD4FB,pop,0.456,0.4,0.505,0.067,-7.143,185.123,0.211
Sweetest Sin,Jessica Simpson,['romantic'],3YumK1QacSUMKO7KdGvMVP,pop,0.237,0.641,0.781,0.33,-5.154,94.477,0.45
All the Love in the World,The Corrs,['romantic'],1kDWRREI28eCvDpJvSRd9b,pop,0.195,0.461,0.695,0.131,-7.623,179.609,0.309
Close Your Eyes,Michael Bublé,['romantic'],04THq9ESnlipU969vuvSJx,jazz,0.43,0.309,0.542,0.0954,-6.023,137.39,0.237
Pra Você Guardei O Amor,Nando Reis,['romantic'],7nTWWVvcAqC34Q4JVyovdG,pop,0.892,0.441,0.33,0.922,-11.733,142.014,0.381
The Most Beautiful Girl in the World,Prince,"['romantic', 'sensual']",2TAdelKqtPjyHWYMMkcmVX,pop,0.8,0.437,0.287,0.117,-10.018,185.598,0.598
Only You Can Love Me This Way,Keith Urban,['romantic'],1ddEJFVOCOjNqh19FTQAsX,country,0.457,0.566,0.429,0.173,-9.478,147.957,0.325
Belle Of The Boulevard,Dashboard Confessional,['romantic'],7jvp8DZy7FtHeXdN1k8w2s,alternative,0.0453,0.485,0.834,0.138,-4.851,89.754,0.277
Harvester Of Hearts,Rufus Wainwright,"['romantic', 'sentimental', 'yearning']",3mPhvjzzYSXQUCjsIsWpXN,indie,0.693,0.263,0.36,0.312,-8.418,80.1,0.254
Sleepwalking,Modest Mouse,"['romantic', 'nostalgic', 'calm']",4PCRawItOrjbAqZnZTBsca,indie,0.723,0.326,0.23,0.178,-14.018,174.795,0.538
Parachutes (Funeral Song),Mates of State,['romantic'],08PKfwpQe4tRE0zZh1NK3L,indie,0.383,0.402,0.662,0.107,-6.623,152.159,0.442
Privilege (Set Me Free),Patti Smith,['romantic'],7enBcpQhj0zPppIMLUyMC7,rock,0.022,0.371,0.537,0.103,-10.235,126.272,0.239
Muriel,Tom Waits,['romantic'],6S6wojIVrVlQGqojmPOTLE,jazz,0.968,0.396,0.144,0.11,-16.552,82.109,0.127
How Can We Be Lovers,Michael Bolton,['romantic'],0ZUjPkZKjzRi6bgIuJovfY,pop,0.118,0.399,0.708,0.179,-10.541,207.424,0.688
Downtown Train,Rod Stewart,['romantic'],5XJzh2c0roCc6GDs8PrILx,rock,0.0878,0.527,0.584,0.117,-7.965,114.941,0.271
Romantic Flight,John Powell,['romantic'],51v7yO07BdGgP6hv0OaDe2,soundtrack,0.47,0.221,0.32,0.114,-11.829,103.511,0.234
All That I Got (The Make Up Song),Fergie,['romantic'],5UE3Qknb5YDV6vQ3eGHPdL,pop,0.147,0.516,0.524,0.466,-5.427,178.569,0.409
Love Will Lead You Back,Taylor Dayne,['romantic'],3HLgjHYaEhKFvV4SSvI9Te,pop,0.201,0.547,0.513,0.0866,-7.006,73.214,0.2
The Light,Sara Bareilles,"['romantic', 'sensual', 'powerful', 'quiet']",54byd42gABS9onpYHipyoP,piano,0.565,0.561,0.585,0.0691,-8.793,122.993,0.38
I Surrender,Saybia,['romantic'],6TMLUWtrSoTNFo7viirKh3,rock,0.283,0.285,0.434,0.0552,-7.014,135.828,0.0663
Forever And Ever,Demis Roussos,['romantic'],7pD1NHvfB5W5L4bGBPBQtd,pop,0.356,0.361,0.57,0.16,-9.065,117.653,0.642
See a Little Light,Belinda,"['romantic', 'nostalgic']",2iZXD02plbehtBpeEQTogs,pop,0.182,0.531,0.539,0.159,-4.258,137.863,0.175
Salut d'amour,Sir Edward Elgar,['romantic'],5B7bcLim6jV6cL3ByHUtB0,classical,0.966,0.0734,0.0785,0.0984,-23.911,55.878,0.0356
Living a Boy's Adventure Tale,a-ha,['romantic'],13WPj6r2DVNU3GoZtMc9eU,pop,0.0122,0.582,0.368,0.0776,-16.596,111.809,0.491
The Rose,Westlife,['romantic'],5WqcLwanx87IgXy3WxYxY2,pop,0.784,0.272,0.203,0.0805,-9.706,109.581,0.172
Hungarian Dance No. 1,Johannes Brahms,['romantic'],2oLjhx7w8Hyd3gry9cCXr7,classical,0.899,0.358,0.167,0.103,-16,144.561,0.601
Calling,Geri Halliwell,['romantic'],4wzDE2h8JjNxTohabarbKT,pop,0.143,0.654,0.619,0.1,-7.414,105.887,0.234
From Sarah With Love,Sarah Connor,['romantic'],0O8oAgCpg2gAh8sJnvYLtt,pop,0.775,0.472,0.269,0.194,-13.004,107.858,0.129
Love So Right,Bee Gees,['romantic'],2rVxsVGLFssDfM5B9BUL0K,pop,0.345,0.575,0.405,0.645,-13.346,80.983,0.558
To Where You Are,Josh Groban,['romantic'],7go4n83IV0OO5Ztd1DlDh2,pop,0.651,0.286,0.322,0.0994,-9.288,124.96,0.109
Too Tired,DeVotchKa,['romantic'],6FazNwqAjyC7BOCMc1OZ8K,indie,0.0835,0.869,0.529,0.0635,-9.022,120.008,0.673
Glad to Be Unhappy,Vincent Gallo,['self-conscious'],6Tw920reEVHow6uMlRGUBh,soundtrack,0.921,0.402,0.115,0.11,-17.173,115.215,0.407
No-Ones Wrong (Giricocola),Scout Niblett,['self-conscious'],4JtDkMNqOlLcvw5hbiciYe,rock,0.277,0.543,0.281,0.107,-8.355,92.585,0.123
Baby Vampire Made Me,Helium,['self-conscious'],5fiy9MVNGmQKga42aZNyrp,indie,0.00171,0.242,0.497,0.12,-8.544,75.491,0.193
I Dont Blame You,Cat Power,['self-conscious'],20zayW2jkD3zL08DS2B61V,indie,0.966,0.457,0.131,0.111,-15.638,100.524,0.223
Open,Rhye,"['sensual', 'sexy', 'calm', 'mellow', 'soft']",3JsA2sWDNR9oQogGAzqqtH,indie,0.896,0.551,0.324,0.277,-10.962,90.957,0.231
Skin,Rihanna,"['sensual', 'sexy']",62YAKv9ak7mxrNRdhe7Pe9,pop,0.136,0.638,0.558,0.126,-6.87,126.905,0.127
When We Dance,Sting,['sensual'],4rwjuEJmy7XfPcDQZmSmpX,pop,0.709,0.65,0.323,0.0829,-10.954,84.02,0.318
Father Figure,George Michael,['sensual'],0L0T4tMAaGqLgIVj1MOj9t,pop,0.163,0.689,0.333,0.0853,-13.288,101.988,0.284
Our First Time,Bruno Mars,"['sensual', 'smooth']",5BmKRyAjCnvkko7Ms00YtA,pop,0.419,0.709,0.45,0.241,-8.267,77.986,0.873
Surgeon,St. Vincent,['sensual'],5ASiwbUlx1HcpX1tVMKgsg,alternative,0.0963,0.496,0.724,0.118,-7.964,139.913,0.369
Fountain Stairs,Deerhunter,['sensual'],7qgbTtlV3y3ZsopacvebUS,indie,8.20E-05,0.417,0.761,0.399,-6.987,116.006,0.504
